identifier,location,name
stony-wilderness-den-northeast-end-of-stony-wilderness-near-cliff-common,stony-wilderness,Stony Wilderness (Den F - Northeast End of Stony Wilderness - Rare)
stony-wilderness-den-northeast-end-of-stony-wilderness-near-cliff-rare,stony-wilderness,Stony Wilderness (Den G - Northeast End of Stony Wilderness Near Cliff - Common)
stony-wilderness-den-northeast-end-of-stony-wilderness-rare,stony-wilderness,Stony Wilderness (Den G - Northeast End of Stony Wilderness Near Cliff - Rare)
stony-wilderness-den-northwest-end-of-stony-wilderness-common,stony-wilderness,Stony Wilderness (Den H - Northwest End of Stony Wilderness - Common)
stony-wilderness-den-northwest-end-of-stony-wilderness-rare,stony-wilderness,Stony Wilderness (Den H - Northwest End of Stony Wilderness - Rare)
stony-wilderness-den-south-of-stony-wilderness-near-bridge-common,stony-wilderness,Stony Wilderness (Den I - South of Stony Wilderness Near Bridge - Common)
stony-wilderness-den-south-of-stony-wilderness-near-bridge-rare,stony-wilderness,Stony Wilderness (Den I - South of Stony Wilderness Near Bridge - Rare)
stony-wilderness-den-southeast-end-of-stony-wilderness-near-cliff-common,stony-wilderness,Stony Wilderness (Den J - Southeast End of Stony Wilderness Near Cliff - Common)
stony-wilderness-den-southeast-end-of-stony-wilderness-near-cliff-rare,stony-wilderness,Stony Wilderness (Den J - Southeast End of Stony Wilderness Near Cliff - Rare)
stony-wilderness-den-southeast-of-stony-wilderness-near-path-common,stony-wilderness,Stony Wilderness (Den K - Southeast of Stony Wilderness Near Path - Common)
stony-wilderness-den-southeast-of-stony-wilderness-near-path-rare,stony-wilderness,Stony Wilderness (Den K - Southeast of Stony Wilderness Near Path - Rare)
stony-wilderness-den-west-end-of-stony-wilderness-near-bridge-common,stony-wilderness,Stony Wilderness (Den L - West End of Stony Wilderness Near Bridge - Common)
stony-wilderness-den-west-end-of-stony-wilderness-near-bridge-rare,stony-wilderness,Stony Wilderness (Den L - West End of Stony Wilderness Near Bridge - Rare)
stony-wilderness-in-northeast-southwest-of-field-of-brown-grass,stony-wilderness,"Stony Wilderness (In Northeast, Southwest of Field of Brown Grass)"
stony-wilderness-in-northwest-south-of-hall-of-leaning-rocks-in-dusty-bowl,stony-wilderness,"Stony Wilderness (In Northwest, South of Hall of Leaning Rocks in Dusty Bowl)"
stony-wilderness-in-northwest-west-of-den,stony-wilderness,"Stony Wilderness (In Northwest, West of Den)"
stony-wilderness-in-south-north-of-bridge-near-its-center,stony-wilderness,"Stony Wilderness (In South, North of Bridge Near Its Center)"
stony-wilderness-in-southeast-east-of-group-of-large-rocks,stony-wilderness,"Stony Wilderness (In Southeast, East of Group of Large Rocks)"
stony-wilderness-in-southeast-on-north-side-of-group-of-large-rocks,stony-wilderness,"Stony Wilderness (In Southeast, on North Side of Group of Large Rocks)"
stony-wilderness-in-southwest-just-north-of-bridge,stony-wilderness,"Stony Wilderness (In Southwest, Just North of Bridge)"
stony-wilderness-most-patches,stony-wilderness,Stony Wilderness (Most Patches)
stony-wilderness-near-east-wall-north-of-group-of-large-rocks-in-southeast,stony-wilderness,Stony Wilderness (Near East Wall North of Group of Large Rocks in Southeast)
stony-wilderness-two-northwestern-patches,stony-wilderness,Stony Wilderness (Two Northwestern Patches)
stow-on-side,stow-on-side,Stow-on-Side
strange-house,strange-house,Strange House
striaton-city,striaton-city,Striaton City
sunlit-cavern,sunlit-cavern,Sunlit Cavern
sunyshore-city,sunyshore-city,Sunyshore City
swampy-cave,swampy-cave,Swampy Cave
tagtree-thicket,tagtree-thicket,Tagtree Thicket
tagtree-thicket-flower,tagtree-thicket,Tagtree Thicket (Flower)
tagtree-thicket-forest,tagtree-thicket,Tagtree Thicket (Forest)
tagtree-thicket-lake,tagtree-thicket,Tagtree Thicket (Lake)
tagtree-thicket-riverside,tagtree-thicket,Tagtree Thicket (Riverside)
tagtree-thicket-rocky-area,tagtree-thicket,Tagtree Thicket (Rocky Area)
tanoby-chambers-dilford-chamber,tanoby-chambers,Tanoby Chambers (Dilford Chamber)
tanoby-chambers-liptoo-chamber,tanoby-chambers,Tanoby Chambers (Liptoo Chamber)
tanoby-chambers-monean-chamber,tanoby-chambers,Tanoby Chambers (Monean Chamber)
tanoby-chambers-rixy-chamber,tanoby-chambers,Tanoby Chambers (Rixy Chamber)
tanoby-chambers-scufib-chamber,tanoby-chambers,Tanoby Chambers (Scufib Chamber)
tanoby-chambers-viapois-chamber,tanoby-chambers,Tanoby Chambers (Viapois Chamber)
tanoby-chambers-weepth-chamber,tanoby-chambers,Tanoby Chambers (Weepth Chamber)
tanoby-ruins,tanoby-ruins,Tanoby Ruins
tapu-village,tapu-village,Tapu Village
team-aqua-hideout,team-aqua-hideout,Team Aqua Hideout
team-flare-secret-hq,team-flare-secret-hq,Team Flare Secret HQ
team-magma-hideout,team-magma-hideout,Team Magma Hideout
team-rocket-hideout,celadon-city,Team Rocket Hideout
team-rocket-hq-b1f,team-rocket-hq,Team Rocket HQ (B1F)
team-rocket-hq-b2f,team-rocket-hq,Team Rocket HQ (B2F)
team-rockets-castle,team-rockets-castle,Team Rocket’s Castle
temple-of-sinnoh,temple-of-sinnoh,Temple of Sinnoh
ten-carat-hill,ten-carat-hill,Ten Carat Hill
ten-carat-hill-cave-and-ocean-cave,ten-carat-hill,Ten Carat Hill (Cave and Ocean Cave)
ten-carat-hill-farthest-hollow,ten-carat-hill,Ten Carat Hill (Farthest Hollow)
terarium,terarium,Terarium
terminus-cave,terminus-cave,Terminus Cave
terra-cave,terra-cave,Terra Cave
the-heartwood,the-heartwood,The Heartwood
three-isle-port,three-isle-port,Three-Isle Port
three-point-pass,three-point-pass,Three-Point Pass
three-point-pass-between-frigid-sea-and-pillars-of-rock,three-point-pass,Three-Point Pass (Between Frigid Sea and Pillars of Rock)
three-point-pass-den-near-frigid-sea-common,three-point-pass,Three-Point Pass (Den A - Near Frigid Sea - Common)
three-point-pass-den-near-frigid-sea-rare,three-point-pass,Three-Point Pass (Den A - Near Frigid Sea - Rare)
three-point-pass-den-near-roaring-sea-caves-common,three-point-pass,Three-Point Pass (Den B - Near Roaring Sea Caves - Common)
three-point-pass-den-near-roaring-sea-caves-rare,three-point-pass,Three-Point Pass (Den B - Near Roaring Sea Caves - Rare)
three-point-pass-in-middle-of-pillars-of-rock,three-point-pass,Three-Point Pass (In Middle of Pillars of Rock)
thrifty-megamart,royal-avenue,Thrifty Megamart
thrifty-megamart-abandoned-site,thrifty-megamart-abandoned-site,Thrifty Megamart (Abandoned Site)
tide-song-hotel,heahea-city,Tide Song Hotel
tidewater-dam,tidewater-dam,Tidewater Dam
timeless-woods,timeless-woods,Timeless Woods
tohjo-falls,tohjo-falls,Tohjo Falls
tombolo-walk,tombolo-walk,Tombolo Walk
torchlit-labyrinth,torchlit-labyrinth,Torchlit Labyrinth
torchlit-labyrinth-cave,torchlit-labyrinth,Torchlit Labyrinth (Cave)
tower-of-mastery,tower-of-mastery,Tower of Mastery
tower-summit-first-visit,tower-summit,Tower Summit (First Visit)
tower-summit-second-visit,tower-summit,Tower Summit (Second Visit)
trackless-forest,trackless-forest,Trackless Forest
trading-post,jubilife-village,Trading Post
trainer-tower,trainer-tower,Trainer Tower
trainers-school-alola,trainers-school-alola,Trainer’s School (Alola)
training-grounds,jubilife-village,Training Grounds
training-lowlands,training-lowlands,Training Lowlands
training-lowlands-den-ahead-in-front-of-rocky-terrain-after-slope-turn-right-through-tall-grass-common,training-lowlands,Training Lowlands (Den A - Ahead in Front of Rocky Terrain After Slope - Turn Right Through Tall Grass - Common)
training-lowlands-den-ahead-in-front-of-rocky-terrain-after-slope-turn-right-through-tall-grass-rare,training-lowlands,Training Lowlands (Den A - Ahead in Front of Rocky Terrain After Slope - Turn Right Through Tall Grass - Rare)
training-lowlands-den-between-rocky-hill-near-shoreline-and-cliff-wall-common,training-lowlands,Training Lowlands (Den B - Between Rocky Hill Near Shoreline and Cliff Wall - Common)
training-lowlands-den-between-rocky-hill-near-shoreline-and-cliff-wall-rare,training-lowlands,Training Lowlands (Den B - Between Rocky Hill Near Shoreline and Cliff Wall - Rare)
training-lowlands-den-far-end-of-path-left-of-stairs-to-challenge-road-common,training-lowlands,Training Lowlands (Den C - Far End of Path Left of Stairs to Challenge Road - Common)
training-lowlands-den-far-end-of-path-left-of-stairs-to-challenge-road-rare,training-lowlands,Training Lowlands (Den C - Far End of Path Left of Stairs to Challenge Road - Rare)
training-lowlands-den-immediately-right-behind-slope-after-turning-left-from-forest-of-focus-entrance-common,training-lowlands,Training Lowlands (Den D - Immediately Right Behind Slope After Turning Left From Forest of Focus Entrance - Common)
training-lowlands-den-immediately-right-behind-slope-after-turning-left-from-forest-of-focus-entrance-rare,training-lowlands,Training Lowlands (Den D - Immediately Right Behind Slope After Turning Left From Forest of Focus Entrance - Rare)
training-lowlands-den-inside-tall-grass-left-after-turning-right-from-forest-of-focus-entrance-common,training-lowlands,Training Lowlands (Den E - Inside Tall Grass Left After Turning Right From Forest of Focus Entrance - Common)
training-lowlands-den-inside-tall-grass-left-after-turning-right-from-forest-of-focus-entrance-rare,training-lowlands,Training Lowlands (Den E - Inside Tall Grass Left After Turning Right From Forest of Focus Entrance - Rare)
training-lowlands-den-near-entrance-to-warm-up-tunnel-common,training-lowlands,Training Lowlands (Den F - Near Entrance to Warm-Up Tunnel - Common)
training-lowlands-den-near-entrance-to-warm-up-tunnel-rare,training-lowlands,Training Lowlands (Den F - Near Entrance to Warm-Up Tunnel - Rare)
training-lowlands-den-on-island-in-middle-of-lake-common,training-lowlands,Training Lowlands (Den G - on Island in Middle of Lake - Common)
training-lowlands-den-on-island-in-middle-of-lake-rare,training-lowlands,Training Lowlands (Den G - on Island in Middle of Lake - Rare)
training-lowlands-in-big-clearing-near-beach-and-pond,training-lowlands,Training Lowlands (In Big Clearing Near Beach and Pond)
training-lowlands-in-clearing-near-den,training-lowlands,Training Lowlands (In Clearing Near Den)
training-lowlands-on-beach-shore,training-lowlands,Training Lowlands (On Beach Shore)
training-lowlands-south-of-warm-up-tunnel-entrance,training-lowlands,Training Lowlands (South of Warm-Up Tunnel Entrance)
training-lowlands-up-ramp-towards-challenge-road,training-lowlands,Training Lowlands (Up Ramp Towards Challenge Road)
training-lowlands-up-small-river-connected-to-pond,training-lowlands,Training Lowlands (Up Small River Connected to Pond)
tranquility-cove,tranquility-cove,Tranquility Cove
treasure-beach,treasure-beach,Treasure Beach
trick-house,trick-house,Trick House
trophy-garden,trophy-garden,Trophy Garden
tunnel-to-the-top,tunnel-to-the-top,Tunnel to the Top
turffield,turffield,Turffield
turnback-cave,turnback-cave,Turnback Cave
turnback-cave-before-encountering-pillar,turnback-cave,Turnback Cave (Before Encountering Pillar)
turnback-cave-between-first-and-second-pillar,turnback-cave,Turnback Cave (Between First and Second Pillar)
turnback-cave-between-second-and-third-pillar,turnback-cave,Turnback Cave (Between Second and Third Pillar)
twinleaf-town,twinleaf-town,Twinleaf Town
twist-mountain,twist-mountain,Twist Mountain
twist-mountain-1f,twist-mountain,Twist Mountain (1F)
twist-mountain-2f,twist-mountain,Twist Mountain (2F)
twist-mountain-3f,twist-mountain,Twist Mountain (3F)
twist-mountain-b1f,twist-mountain,Twist Mountain (B1F)
two-island,two-island,Two Island
typhlo-cavern,typhlo-cavern,Typhlo Cavern
ulaula-beach,ulaula-beach,Ula'ula Beach
ulaula-meadow,ulaula-meadow,Ula'ula Meadow
ultra-crater,ultra-crater,Ultra Crater
ultra-deep-sea,ultra-deep-sea,Ultra Deep-Sea
ultra-forest,ultra-forest,Ultra Forest
ultra-megalopolis,ultra-megalopolis,Ultra Megalopolis
ultra-plant,ultra-plant,Ultra Plant
ultra-ruin,ultra-ruin,Ultra Ruin
ultra-space-wilds,ultra-space-wilds,Ultra Space Wilds
ultra-space-wilds-cave-world,ultra-space-wilds,Ultra Space Wilds (Cave World)
ultra-space-wilds-rocky-world,ultra-space-wilds,Ultra Space Wilds (Rocky World)
ultra-space-wilds-water-world,ultra-space-wilds,Ultra Space Wilds (Water World)
undella-bay,undella-bay,Undella Bay
undella-town,undella-town,Undella Town
underground,underground,Underground
underground-path-kanto-routes-5-6,underground-path-kanto-routes-5-6,Underground Path (Kanto - Routes 5-6)
underground-path-kanto-routes-7-8,underground-path-kanto-routes-7-8,Underground Path (Kanto - Routes 7-8)
underground-ruins,underground-ruins,Underground Ruins
union-cave-1f,union-cave,Union Cave (1F)
union-cave-b1f,union-cave,Union Cave (B1F)
union-cave-b2f,union-cave,Union Cave (B2F)
unknown-dungeon-kalos,unknown-dungeon-kalos,Unknown Dungeon (Kalos)
unova-route-01,unova-route-01,Unova Route 1
unova-route-02,unova-route-02,Unova Route 2
unova-route-03,unova-route-03,Unova Route 3
unova-route-04,unova-route-04,Unova Route 4
unova-route-05,unova-route-05,Unova Route 5
unova-route-06,unova-route-06,Unova Route 6
unova-route-06-hidden-grotto-north-of-breeder,unova-route-06,Unova Route 6 (Hidden Grotto - North of Breeder)
unova-route-06-hidden-grotto-outside-mistralton-cave,unova-route-06,Unova Route 6 (Hidden Grotto - Outside Mistralton Cave)
unova-route-07,unova-route-07,Unova Route 7
unova-route-08,unova-route-08,Unova Route 8
unova-route-09,unova-route-09,Unova Route 9
unova-route-10,unova-route-10,Unova Route 10
unova-route-11,unova-route-11,Unova Route 11
unova-route-12,unova-route-12,Unova Route 12
unova-route-13,unova-route-13,Unova Route 13
unova-route-13-hidden-grotto-giant-chasm,unova-route-13,Unova Route 13 (Hidden Grotto - Giant Chasm)
unova-route-13-hidden-grotto-lacunosa-town,unova-route-13,Unova Route 13 (Hidden Grotto - Lacunosa Town)
unova-route-14,unova-route-14,Unova Route 14
unova-route-15,unova-route-15,Unova Route 15
unova-route-16,unova-route-16,Unova Route 16
unova-route-17,unova-route-17,Unova Route 17
unova-route-18,unova-route-18,Unova Route 18
unova-route-19,unova-route-19,Unova Route 19
unova-route-20,unova-route-20,Unova Route 20
unova-route-21,unova-route-21,Unova Route 21
unova-route-22,unova-route-22,Unova Route 22
unova-route-23,unova-route-23,Unova Route 23
ursas-ring,ursas-ring,Ursa's Ring
uva-academy,uva-academy,Uva Academy
valley-windworks,valley-windworks,Valley Windworks
valor-cavern-hisui,lake-valor-hisui,Valor Cavern
valor-lakefront,valor-lakefront,Valor Lakefront
vaniville-town,vaniville-town,Vaniville Town
vast-poni-canyon,vast-poni-canyon,Vast Poni Canyon
vast-poni-canyon-canyon,vast-poni-canyon,Vast Poni Canyon (Canyon)
vast-poni-canyon-caves,vast-poni-canyon,Vast Poni Canyon (Caves)
veilstone-cape,veilstone-cape,Veilstone Cape
veilstone-city,veilstone-city,Veilstone City
veilstone-game-corner,veilstone-city,Veilstone Game Corner
verdant-cavern,verdant-cavern,Verdant Cavern
verdanturf-town,verdanturf-town,Verdanturf Town
verity-cavern-hisui,lake-verity-hisui,Verity Cavern
vermilion-city,vermilion-city,Vermilion City
vermilion-city-port,vermilion-city-port,Vermilion City (Port)
vermilion-gym,vermilion-city,Vermillion Gym
vert-sector-3,lumiose-city,Vert Sector 3
vert-sector-7,lumiose-city,Vert Sector 7
vert-sector-8,lumiose-city,Vert Sector 8
vert-sector-9,lumiose-city,Vert Sector 9
victory-road-hoenn-1f,victory-road-hoenn,Victory Road (Hoenn 1F)
victory-road-hoenn-2f,victory-road-hoenn,Victory Road (Hoenn 2F)
victory-road-hoenn-b1f,victory-road-hoenn,Victory Road (Hoenn B1F)
victory-road-hoenn-b2f,victory-road-hoenn,Victory Road (Hoenn B2F)
