move,name_en,name_ja,name_ja_hrkt,name_ja_roma,name_fr,name_de,name_es,name_es_419,name_it,name_ko,name_ko_latn,name_zh_hant,name_zh_hans,name_zh_latn
psyblade,Psyblade,サイコブレイド,サイコブレイド,Saiko Bureido,Lame Psychique,Psychoschneide,Psicohojas,Psicohojas,Psicolama,사이코블레이드,Psycho Blade,精神劍,精神剑,Jīngsàhn Gim / Jīngshén Jiàn
hydro-steam,Hydro Steam,ハイドロスチーム,ハイドロスチーム,Haidoro Suchīmu,Hydrovapeur,Hydrodampf,Hidrovapor,Hidrovapor,Idrovapore,하이드로스팀,Hydro Steam,水蒸氣,水蒸气,Séui Jīnghei / Shuǐ Zhēngqì
ruination,Ruination,カタストロフィ,カタストロフィ,Katasutorofi,Cataclysme,Verderben,Calamidad,Calamidad,Catastrofe,카타스트로피,Catastrophe,大災難,大灾难,Daaih Jōinaahn / Dà Zāinàn
collision-course,Collision Course,アクセルブレイク,アクセルブレイク,Akuseru Bureiku,Nitro Crash,Kollisionskurs,Nitrochoque,Nitrochoque,Turboschianto,엑셀브레이크,Accel Break,全開猛撞,全开猛撞,Chyùhnhōi Máahngjohng / Quánkāi Měngzhuàng
electro-drift,Electro Drift,イナズマドライブ,イナズマドライブ,Inazuma Doraibu,Turbo Volt,Blitztour,Electroderrape,Electroderrape,Fulmiscatto,라이트닝드라이브,Lightning Drive,閃電猛衝,闪电猛冲,Símdihn Máahngchūng / Shǎndiàn Měngchōng
shed-tail,Shed Tail,しっぽきり,しっぽきり,Shippo Kiri,Queulonage,Schwanzabwurf,Autotomía,Autotomía,Tagliacoda,꼬리자르기,Kkori Jareugi,斷尾,断尾,Tyúhnméih / Duànwěi
chilly-reception,Chilly Reception,さむいギャグ,さむいギャグ,Samui Gyagu,Neigeux de Mots,Eisige Stimmung,Fría Acogida,Respuesta Fría,Freddura,썰렁개그,Sseolleong Gag,冷笑話,冷笑话,Láahng Siuwá / Lěng Xiàohuà
tidy-up,Tidy Up,おかたづけ,おかたづけ,Okatadzuke,Grand Nettoyage,Aufräumen,Limpieza General,Limpieza General,Pulizie,정리정돈,Jeongri Jeongdon,大掃除,大扫除,Daaihsouchèuih / Dàsǎochú
snowscape,Snowscape,ゆきげしき,ゆきげしき,Yuki Geshiki,Chute de Neige,Schneelandschaft,Paisaje Nevado,Paisaje Nevado,Vista Innevata,설경,Seolgyeong,雪景,雪景,Syutgíng / Xuějǐng
pounce,Pounce,とびつく,とびつく,Tobitsuku,Bond,Anspringen,Brinco,Brinco,Balzo,달려들기,Dallyeodeulgi,蟲撲,虫扑,Chùhng Pūk / Chóng Pū
trailblaze,Trailblaze,くさわけ,くさわけ,Kusa Wake,Désherbaffe,Wegbereiter,Abrecaminos,Abrecaminos,Apripista,개척하기,Gaecheokhagi,起草,起草,Héichóu / Qǐcǎo
chilling-water,Chilling Water,ひやみず,ひやみず,Hiya Mizu,Douche Froide,Kalte Dusche,Agua Fría,Agua Fría,Doccia Fredda,찬물끼얹기,Chanmul Kkieongi,潑冷水,泼冷水,Put Láahngséui / Pō Lěngshuǐ
hyper-drill,Hyper Drill,ハイパードリル,ハイパードリル,Haipā Doriru,Hyperceuse,Hyperbohrer,Hipertaladro,Hipertaladro,Ipertrapano,하이퍼드릴,Hyper Drill,強力鑽,强力钻,Kèuhnglihk Jyun / Qiánglì Zuàn
twin-beam,Twin Beam,ツインビーム,ツインビーム,Tsuin Bīmu,Double Laser,Doppelstrahl,Láser Doble,Láser Doble,Doppioraggio,트윈빔,Twin Beam,雙光束,双光束,Sēung Gwōngchūk / Shuāng Guāngshù
rage-fist,Rage Fist,ふんどのこぶし,ふんどのこぶし,Fundo no Kobushi,Poing de Colère,Zornesfaust,Puño Furia,Puño Furia,Pugno Furibondo,분노의주먹,Bunno-ui Jumeok,憤怒之拳,愤怒之拳,Fáhnnouh jī Kyùhn / Fènnù zhī Quán
armor-cannon,Armor Cannon,アーマーキャノン,アーマーキャノン,Āmā Kyanon,Canon Blindé,Rüstungskanone,Cañón Armadura,Cañón Armadura,Corazza Cannone,아머캐논,Armor Cannon,鎧農炮,铠农炮,Hói-nùhngpàauh / Kǎi-nóngpào
bitter-blade,Bitter Blade,むねんのつるぎ,むねんのつるぎ,Munen no Tsurugi,Lame en Peine,Reueschwert,Espada Lamento,Espada Lamento,Lama del Rimorso,원념의칼,Wonnyeom-ui Kal,悔念劍,悔念剑,Fuinihm Gim / Huǐniàn Jiàn
double-shock,Double Shock,でんこうそうげき,でんこうそうげき,Denkō Sōgeki,Double Décharge,Zweifachladung,Electropalmas,Electropalmas,Doppiolampo,전광쌍격,Jeongwang Ssanggyeok,電光雙擊,电光双击,Dihngwōng Sēunggīk / Diànguāng Shuāngjí / Diànguāng Shuāngjī
gigaton-hammer,Gigaton Hammer,デカハンマー,デカハンマー,Deka Hanmā,Marteau Mastoc,Riesenhammer,Martillo Colosal,Martillo Colosal,Granmartello,거대해머,Geodae Hammer,巨力錘,巨力锤,Geuihlihk Chèuih / Jùlì Chuí
comeuppance,Comeuppance,ほうふく,ほうふく,Hōfuku,Vindicte,Vendetta,Resarcimiento,Resarcimiento,Ritorsione,앙갚음,Anggap-eum,復仇,复仇,Fuhksàuh / Fùchóu
aqua-cutter,Aqua Cutter,アクアカッター,アクアカッター,Akua Kattā,Tranch'Aqua,Aquaschnitt,Tajo Acuático,Corte Acuático,Idrotaglio,아쿠아커터,Aqua Cutter,水波刀,水波刀,Séuibōdōu / Shuǐbōdāo
blazing-torque,Blazing Torque,バーンアクセル,バーンアクセル,Bān Akuseru,Crash Brûlant,Hitzeturbo,Pirochoque,Pirochoque,Turboustione,번액셀,Burn Axel,灼熱暴衝,灼热暴冲,Jeukyiht Bouhchūng / Zhuórè Bàochōng
wicked-torque,Wicked Torque,ダークアクセル,ダークアクセル,Dāku Akuseru,Crash Obscur,Finsterturbo,Ominochoque,Ominochoque,Turbotenebra,다크액셀,다크액셀,黑暗暴衝,黑暗暴冲,Hāk'am Bouhchūng / Hēi'àn Bàochōng
noxious-torque,Noxious Torque,ポイズンアクセル,ポイズンアクセル,Poizun Akuseru,Crash Toxique,Toxiturbo,Ponzochoque,Ponzochoque,Turbotossina,포이즌액셀,포이즌액셀,劇毒暴衝,剧毒暴冲,Kehkduhk Bouhchūng / Jùdú Bàochōng
combat-torque,Combat Torque,ファイトアクセル,ファイトアクセル,Faito Akuseru,Crash Musclé,Raufturbo,Pugnachoque,Pugnachoque,Turborissa,파이트액셀,파이트액셀,格鬥暴衝,格斗暴冲,Gaakdau Bouhchūng / Gédòu Bàochōng
magical-torque,Magical Torque,マジカルアクセル,マジカルアクセル,Majikaru Akuseru,Crash Magique,Zauberturbo,Feerichoque,Feerichoque,Turboincanto,매지컬액셀,매지컬액셀,魔法暴衝,魔法暴冲,Mōfaat Bouhchūng / Mófǎ Bàochōng
blood-moon,Blood Moon,ブラッドムーン,ブラッドムーン,Buraddo Mūn,Lune Rouge,Blutmond,Luna Roja,Luna Roja,Luna Rossa,블러드문,Beulleodeu Mun,血月,血月,Xiěyuè / Xuèyuè / Hyutyuht
matcha-gotcha,Matcha Gotcha,シャカシャカほう,シャカシャカほう,Shakashaka-Hō,Mortier Matcha,Quirlschuss,Cañón Batidor,Cañón Batidor,Spruzzatè,휘적휘적포,Hwijeok-Hwijeok Po,刷刷茶炮,刷刷茶炮,Shuāshuā Chápào / Chaatchaat Chàhpaau
syrup-bomb,Syrup Bomb,みずあめボム,みずあめボム,Mizu Ame Bom,Bombe au Sirop,Sirupbombe,Bomba Caramelo,Bomba Caramelo,Bomba Sciroppata,시럽봄,Syrup Bomb,糖漿炸彈,糖浆炸弹,Tángjiāng Zhàdàn / Tòhngjēung Jadáan
ivy-cudgel,Ivy Cudgel,ツタこんぼう,ツタこんぼう,Tsuta Konbō,Massue Liane,Rankenkeule,Garrote Liana,Garrote Liana,Clava di Liane,덩굴방망이,Deong-Gulbangmang-I,棘藤棒,棘藤棒,Jí Téng Bàng / Kīk Tàhng Páahng
electro-shot,Electro Shot,エレクトロビーム,エレクトロビーム,Erekutoro Bīmu,Fulgurayon,Stromstrahl,Electrorrayo,Electrorrayo,Elettroraggio,일렉트로빔,Electrobeam,電光束,电光束,Dihn Gwōngchūk / Diàn Guāngshù
tera-starstorm,Tera Starstorm,テラクラスター,テラクラスター,Tera Kurasutā,Pluie Térastrale,Tera-Sternhagel,Teraclúster,Teraclúster,Teracluster,테라클러스터,Tera Keulleoseuteo,晶光星群,晶光星群,Jīnggwōng Sīngkwàhn / Jīngguāng Xīngqún
fickle-beam,Fickle Beam,きまぐレーザー,きまぐレーザー,Kimagu-rēzā,Laser Hasard,Launenlaser,Láser Veleidoso,Láser Caprichoso,Irregolaser,변덕레이저,Byeondeok Leijeo,隨機光,随机光,Chèuihgēi Gwōng / Suíjī Guāng
burning-bulwark,Burning Bulwark,かえんのまもり,かえんのまもり,Kaen no Mamori,Rempart Brûlant,Flammenschild,Llama Protectora,Llama Protectora,Egida Ignea,화염의수호,Hwayeom-ui Suho,火焰守護,火焰守护,Fóyihm Sáuwuh / Huǒyàn Shǒuhù
thunderclap,Thunderclap,じんらい,じんらい,Jinrai,Vif Éclair,Sturmblitz,Relámpago Súbito,Relámpago Súbito,Saetta,질풍신뢰,Jilpung Silloe,迅雷,迅雷,Seunlèuih / Xùnléi
mighty-cleave,Mighty Cleave,パワフルエッジ,パワフルエッジ,Pawafuru Ejji,Lame Puissante,Wuchtklinge,Filo Potente,Corte Potente,Taglio Poderoso,파워풀에지,Pawopul Eji,強刃攻擊,强刃攻击,Kèuhngyahn Gūnggīk / Qiángrèn Gōngjí / Qiángrèn Gōngjī
tachyon-cutter,Tachyon Cutter,タキオンカッター,タキオンカッター,Takion Kattā,Lame Tachyonique,Tachyon-Schnitt,Tajo Taquión,Corte Taquión,Tachiontaglio,타키온커터,Takion Keoteo,迅子利刃,迅子利刃,Seunjí Leihyahn / Xùnzi Lìrèn
hard-press,Hard Press,ハードプレス,ハードプレス,Hādo Puresu,Pression Extrême,Stahlpresse,Prensa Metálica,Prensa Metálica,Pressa d’Acciaio,하드프레스,Hadeu Peureseu,硬壓,硬压,Ngaahng'aat / Yìngyā
dragon-cheer,Dragon Cheer,ドラゴンエール,ドラゴンエール,Doragon Ēru,Cri Draconique,Drachenschrei,Bramido Dragón,Bramido Dragón,Grido del Drago,드래곤옐,Deuraegon Yel,龍聲鼓舞,龙声鼓舞,Lóngsīng Gúmóuh / Lóngshēng Gǔwǔ
alluring-voice,Alluring Voice,みわくのボイス,みわくのボイス,Miwaku no Boisu,Voix Envoûtante,Lockstimme,Canto Encantador,Canto Encantador,Ammaliavoce,매혹의보이스,Maehok-ui Boiseu,魅誘之聲,魅诱之声,Mèiyòu zhī Shēng / Mèiyòu zhī Shēng
temper-flare,Temper Flare,やけっぱち,やけっぱち,Yakeppachi,Indignition,Frustflamme,Cólera Ardiente,Furia Ardiente,Rabbia Bruciante,열불내기,Yeolbullaegi,豁出去,豁出去,Kutchēutheui / Huòchūqù / Huōchuqu
supercell-slam,Supercell Slam,サンダーダイブ,サンダーダイブ,Sandā Daibu,Volt Assaut,Donnerstoß,Plancha Voltaica,Golpe Voltaico,Elettrotuffo,썬더다이브,Sseondeo Daibeu,閃電強襲,闪电强袭,Símdihn Kèuhngjaahp / Shǎndiàn Qiángxí
psychic-noise,Psychic Noise,サイコノイズ,サイコノイズ,Saiko Noizu,Dissonance Psy,Psycholärm,Psicorruido,Psicorruido,Psicorumore,사이코노이즈,Saikonoijeu,精神噪音,精神噪音,Jīngsàhn Chouyām / Jīngshén Zàoyīn
upper-hand,Upper Hand,はやてがえし,はやてがえし,Hayate Gaeshi,Prio-Parade,Schnellkonter,Palma Rauda,Palma Rauda,Colpo di Mano,기선제압,Giseon Jeap,快手還擊,快手还击,Faaisáu Wàahngīk / Kuàishǒu Huánjí / Kuàishǒu Huánjī
malignant-chain,Malignant Chain,じゃどくのくさり,じゃどくのくさり,Jadoku no Kusari,Chaîne Malsaine,Giftkettung,Cadena Virulenta,Cadena Virulenta,Intossicatena,악독사슬,Akdok Saseul,邪毒鎖鏈,邪毒锁链,Chèhduhk Sólihn / Xiédú Suǒliàn
shadow-rush,Shadow Rush,ダークアタック,ダークラッシュ,Dāku Atakku,Charge Noire,Cryptoschlag,Carga Oscura,Carga Oscura,Ombroraffica,,,,,
shadow-blast,Shadow Blast,ダークラッシュ,ダークブラスト,Dāku Rasshu,Aéro Noir,Cryptostrahl,Soplo Oscuro,Soplo Oscuro,Ombrolame,,,,,
shadow-blitz,Shadow Blitz,ダークブレイク,ダークアタック,Dāku Bureiku,Assaut Noir,Cryptoknall,Vigor Oscuro,Vigor Oscuro,Ombrattacco,,,,,
shadow-bolt,Shadow Bolt,ダークエンド,ダークサンダー,Dāku Endo,Éclair Noir,Cryptoblitz,Rayo Oscuro,Rayo Oscuro,Fulminombra,,,,,
shadow-break,Shadow Break,ダークウェーブ,ダークブレイク,Dāku Uēbu,Bélier Noir,Cryptohieb,Brío Oscuro,Brío Oscuro,Ombrospinta,,,,,
shadow-chill,Shadow Chill,ダークレイブ,ダークフリーズ,Dāku Reibu,Froid Noir,Cryptofrost,Hielo Oscuro,Hielo Oscuro,Gelodombra,,,,,
shadow-end,Shadow End,ダークストーム,ダークエンド,Dāku Sutōmu,Retour Noir,Cryptoretour,Fin Oscuro,Fin Oscuro,Fineoscuro,,,,,
shadow-fire,Shadow Fire,ダークファイア,ダークファイア,Dāku Faiya,Ardeur Noir,Cryptofeuer,Fuego Oscuro,Fuego Oscuro,Fuocoscuro,,,,,
shadow-rave,Shadow Rave,ダークサンダー,ダークレイブ,Dāku Sandā,Rage Noire,Cryptobeben,Rabia Oscura,Rabia Oscura,Ombrolancia,,,,,
shadow-storm,Shadow Storm,ダークフリーズ,ダークストーム,Dāku Furīzu,Typhon Noir,Cryptosturm,Tifón Oscuro,Tifón Oscuro,Turbinombra,,,,,
shadow-wave,Shadow Wave,ダークブラスト,ダークウェーブ,Dāku Burasuto,Ondo Noire,Cryptowelle,Onda Oscura,Onda Oscura,Ondascura,,,,,
shadow-down,Shadow Down,ダークウェザー,ダークダウン,Dāku Uezā,Souffle Noir,Cryptobann,Ocaso Oscuro,Ocaso Oscuro,Declinoscuro,,,,,
shadow-half,Shadow Half,ダークホールド,ダークハーフ,Dāku Hōrudo,Chute Noire,Cryptozorn,Mitad Oscura,Mitad Oscura,Iraoscura,,,,,
shadow-hold,Shadow Hold,ダークミスト,ダークホールド,Dāku Misuto,Blocage Noir,Cryptofessel,Traba Oscura,Traba Oscura,Retedombra,,,,,
shadow-mist,Shadow Mist,ダークパニック,ダークミスト,Dāku Panikku,Brume Noire,Cryptodunst,Bruma Oscura,Bruma Oscura,Nebbiascura,,,,,
shadow-panic,Shadow Panic,ダークダウン,ダークパニック,Dāku Daun,Folie Noire,Cryptochaos,Miedo Oscuro,Miedo Oscuro,Ombrapanico,,,,,
shadow-shed,Shadow Shed,ダークリムーブ,ダークリムーブ,Dāku Rimūbu,Percée Noire,Cryptobruch,Muda Oscura,Muda Oscura,Ombrannulla,,,,,
shadow-sky,Shadow Sky,ダークハーフ,ダークウェザー,Dāku Hāfu,Ciel Noir,Cryptowetter,Cielo Oscuro,Cielo Oscuro,Cieloscuro,,,,,
breakneck-blitz,Breakneck Blitz,ウルトラダッシュアタック,ウルトラダッシュアタック,Urutora Dasshu Atakku,Turbo-Charge Bulldozer,Hyper-Sprintangriff,Carrera Arrolladora,Carrera Arrolladora,Carica Travolgente,울트라대시어택,Ultra Dash Attack,究極無敵大衝撞,究极无敌大冲撞,Jiūjí Wúdí Dàchōngzhuàng / Gaugihk Mòuhdihk Daaihchūngjòhng
all-out-pummeling,All-Out Pummeling,ぜんりょくむそうげきれつけん,ぜんりょくむそうげきれつけん,Zenryoku Musō Gekiretsu Ken,Combo Hyper-Furie,Fulminante Faustschläge,Ráfaga Demoledora,Ráfaga Demoledora,Iperscarica Furiosa,전력무쌍격렬권,Jeollyeok Mussang Gyeongnyeolgwon,全力無雙激烈拳,全力无双激烈拳,Quánlì Wúshuāng Jīlièquán / Chyùhnlihk Mòuhsēung Gīklihtkyùhn
supersonic-skystrike,Supersonic Skystrike,ファイナルダイブクラッシュ,ファイナルダイブクラッシュ,Fainaru Daibu Kurasshu,Piqué Supersonique,Finaler Steilflug,Picado Supersónico,Picado Supersónico,Picchiata Devastante,파이널다이브클래시,Final Dive Clash,極速俯衝轟烈撞,极速俯冲轰烈撞,Jísù Fǔchōng Hōnglièzhuàng / Gihkchūk Fúchūng Gwānglihtjohng
acid-downpour,Acid Downpour,アシッドポイズンデリート,アシッドポイズンデリート,Ashiddo Poizun Derīto,Déluge Causti-Toxique,Vernichtender Säureregen,Diluvio Corrosivo,Diluvio Corrosivo,Acidiluvio Corrosivo,애시드포이즌딜리트,Acid Poison Delete,強酸劇毒滅絕雨,强酸剧毒灭绝雨,Qiángsuān-Jùdú Mièjuéyǔ / Kèuhngsyūn-Kehkduhk Mihtjyuhtyúh
tectonic-rage,Tectonic Rage,ライジングランドオーバー,ライジングランドオーバー,Raijingu Rando Ōbā,Éruption Géo-Sismique,Seismische Eruption,Barrena Telúrica,Barrena Telúrica,Furore della Terra,라이징랜드오버,Rising Land Over,地隆嘯天大終結,地隆啸天大终结,Dìlóng Xiào Tiān Dàzhōngjié / Deihlùhng Siu Tīn Daaihjūnggit
continental-crush,Continental Crush,ワールズエンドフォール,ワールズエンドフォール,Wārudo Endo Fōru,Apocalypse Gigalithique,Apokalyptische Steinpresse,Aplastamiento Gigalítico,Aplastamiento Gigalítico,Gigamacigno Polverizzante,월즈엔드폴,World's End Fall,毀天滅地巨岩墜,毁天灭地巨岩坠,Huǐtiān-Mièdì Jùyánzhuì / Wáitīn-Mihtdeih Geuihngàahmjeuih
savage-spin-out,Savage Spin-Out,ぜったいほしょくかいてんざん,ぜったいほしょくかいてんざん,Zettai Hoshoku Kaitenzan,Cocon Fatal,Wirbelnder Insektenhieb,Guadaña Sedosa,Guadaña Sedosa,Bozzolo Fatale,절대포식회전참,Jeoldae Posik Hoejeoncham,絕對捕食迴旋斬,绝对捕食回旋斩,Juéduì Bǔshí Huíxuánzhǎn / Jyuhtdeui Bouhsihk Wùihsyùhnjáam
never-ending-nightmare,Never-Ending Nightmare,むげんあんやへのいざない,むげんあんやへのいざない,Mugen An'ya e no Izanai,Appel des Ombres Éternelles,Ewige Nacht,Presa Espectral,Presa Espectral,Abbraccio Spettrale,무한암야로의유인,Muhan Amyaro-ui Yu-in,無盡暗夜之誘惑,无尽暗夜之诱惑,Wújìn Ànyè-zhī Yòuhuò / Mòuhjeuhn Amyeh-jī Yáuhwaahk
corkscrew-crash,Corkscrew Crash,ちょうぜつらせんれんげき,ちょうぜつらせんれんげき,Chōzetsu Rasen Rengeki,Vrille Maximum,Turbo-Spiralkombo,Hélice Trepanadora,Hélice Trepanadora,Spirale Perforante,초월나선연격,Chowol Naseon Yeongyeok,超絕螺旋連擊,超绝螺旋连击,Chāojué Luóxuán Liánjí / Chāojué Luóxuán Liánjī / Chīujyuht Lòhsyùhn Lìhngīk
inferno-overdrive,Inferno Overdrive,ダイナミックフルフレイム,ダイナミックフルフレイム,Dainamikku Furu Fureimu,Pyro-Explosion Cataclysmique,Dynamische Maxiflamme,Hecatombe Pírica,Hecatombe Pírica,Fiammobomba Detonante,다이내믹풀플레임,Dynamic Full Flame,超強極限爆焰彈,超强极限爆焰弹,Chāoqiáng Jíxiàn Bàoyàndàn / Chīukèuhng Gihkhaahn Baauyìhmdáan
hydro-vortex,Hydro Vortex,スーパーアクアトルネード,スーパーアクアトルネード,Sūpā Akua Torunēdo,Super Tourbillon Abyssal,Super-Wassertornado,Hidrovórtice Abisal,Hidrovórtice Abisal,Idrovortice Abissale,슈퍼아쿠아토네이도,Super Aqua Tornado,超級水流大漩渦,超级水流大漩涡,Chāojí Shuǐliú Dàxuánwō / Chīukāp Séuilàuh Daaihsyùhngwō
bloom-doom,Bloom Doom,ブルームシャインエクストラ,ブルームシャインエクストラ,Burūmu Shain Ekusutora,Pétalexplosion Éblouissante,Brillante Blütenpracht,Megatón Floral,Megatón Floral,Floriscoppio Sfolgorante,블룸샤인엑스트라,Bloom Shine Extra,絢爛繽紛花怒放,绚烂缤纷花怒放,Xuànlàn Bīnfēn Huānùfàng / Hyunlaahn Bānfān Fānouhfong
gigavolt-havoc,Gigavolt Havoc,スパーキングギガボルト,スパーキングギガボルト,Supākingu Gigaboruto,Fulguro-Lance Gigavolt,Gigavolt-Funkensalve,Gigavoltio Destructor,Gigavoltio Destructor,Gigascarica Folgorante,스파킹기가볼트,Sparking Gigavolt,終極伏特狂雷閃,终极伏特狂雷闪,Zhōngjí Fútè Kuángléishǎn / Jūnggihk Fuhkdahk Kwòhnglèuihsím
shattered-psyche,Shattered Psyche,マキシマムサイブレイカー,マキシマムサイブレイカー,Makishimamu Sai-Bureikā,Psycho-Pulvérisation EX,Psycho-Schmetterschlag,Disruptor Psíquico,Disruptor Psíquico,Impatto Psicocinetico,맥시멈사이브레이커,Maximum Psy-Breaker,至高精神破壞波,至高精神破坏波,Zhìgāo Jīngshén Pòhuàibō / Jigōu Jīngsàhn Powaaihbō
subzero-slammer,Subzero Slammer,レイジングジオフリーズ,レイジングジオフリーズ,Reijingu Jio-Furīzu,Laser Cryogénique,Tobender Geofrost,Crioaliento Despiadado,Crioaliento Despiadado,Criodistruzione Polare,레이징지오프리즈,Raging Geo-Freeze,激狂大地萬里冰,激狂大地万里冰,Jīkuáng Dàdì Wànlǐbīng / Gīkkwòhng Daaihdeih Maahnléihbīng
devastating-drake,Devastating Drake,アルティメットドラゴンバーン,アルティメットドラゴンバーン,Arutimetto Doragon Bān,Chaos Draconique,Drastisches Drachendröhnen,Dracoaliento Devastador,Dracoaliento Devastador,Dragoschianto Finale,얼티메이트드래곤번,Ultimate Dragon Burn,究極巨龍震天地,究极巨龙震天地,Jiùjí Jùlóng Zhèn Tiāndì / Jiūjí Jùlóng Zhèn Tiāndì / Gaugihk Geuihlùhng Jan Tīndeih
black-hole-eclipse,Black Hole Eclipse,ブラックホールイクリプス,ブラックホールイクリプス,Burakku Hōru Ikuripusu,Trou Noir des Ombres,Schwarzes Loch des Grauens,Agujero Negro Aniquilador,Agujero Negro Aniquilador,Buco Nero del Non Ritorno,블랙홀이클립스,Black Hole Eclipse,黑洞吞噬萬物滅,黑洞吞噬万物灭,Hēidòng Tūnshì Wànwùmiè / Hākduhng Tānsaih Maahnmahtmiht
twinkle-tackle,Twinkle Tackle,ラブリースターインパクト,ラブリースターインパクト,Raburī Sutā Inpakuto,Impact Choupinova,Entzückender Sternenstoß,Arrumaco Sideral,Arrumaco Sideral,Astroimpatto Fatato,러블리스타임팩트,Lovely Star Impact,可愛星星飛天撞,可爱星星飞天撞,Kě'ài Xīngxīng Fēitiānzhuàng / Hó'oi Sīngsīng Fēitīnjohng
g-max-vine-lash,G-Max Vine Lash,キョダイベンタツ,,Kyodai Bentatsu,Fouet G-Max,Giga-Geißel,Gigalianas,,Gigasferzata,거다이편달,Geodai Pyeondal,超極巨灰飛鞭滅,超极巨灰飞鞭灭,Chīu Gihkgeuih Fūifēi-Bīnmiht / Chāo Jíjù Huīfēi-Biānmiè
